X,Y,objectid,featuretype,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,description,voltagekv,locality,comment_,x_coordinate,y_coordinate
147.032561943,-36.10539657,288,Substation,Switchyard,Hume,Operational,New South Wales,5,2017/02/23 00:00:00+00,{0F8BB3E5-74A2-4E41-AA70-B8BB8E3A0A2B},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Lake Hume Village,,147.03256194,-36.10539657
147.219451235,-36.7857703559999,289,Substation,Terminal,Clover,Operational,Victoria,5,2017/02/23 00:00:00+00,{70C6A7AB-7E9E-413D-A09D-2186C963B8A6},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Bogong,Hydro,147.21945124,-36.78577036
146.424487779,-38.276908067,290,Substation,Substation,Jeeralang,Operational,Victoria,5,2017/02/23 00:00:00+00,{522F1802-E264-4DF5-B4DE-5FA3A848B156},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Hazelwood North,,146.42448778,-38.27690807
145.23634647,-37.94094511,291,Substation,Substation,East Rowville,Operational,Victoria,5,2017/02/23 00:00:00+00,{02A92C6F-8A60-4999-93F6-5486ED5FB728},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Rowville,,145.23634647,-37.94094511
143.605921219,-37.355968246,292,Substation,Transmission,Waubra,Operational,Victoria,5,2017/02/23 00:00:00+00,{5DEE2768-EAE8-409B-9B17-51404C93CAB4},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Waubra,,143.60592122,-37.35596825
144.183691705,-38.3854663019999,293,Substation,Zone,Anglesea,Non-Operational,Victoria,5,2017/02/23 00:00:00+00,{B82AA6B3-51C8-4424-9DAD-1E9BBF0B3A09},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Anglesea,,144.18369171,-38.3854663
145.084438243,-37.8778155439999,294,Substation,Substation,Malvern,Operational,Victoria,5,2017/02/23 00:00:00+00,{500B1175-D4D3-48A3-8CA4-4DF373FFCF48},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Malvern East,,145.08443824,-37.87781554
144.984339212,-37.772656657,295,Substation,Substation,Brunswick,Operational,Victoria,5,2017/02/23 00:00:00+00,{0EB7BE07-46B0-4A30-9A31-46EB642E1FD2},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Brunswick East,,144.98433921,-37.77265666
144.934859224,-37.8003273489999,296,Substation,Substation,West Melbourne,Operational,Victoria,5,2017/02/23 00:00:00+00,{43FE62F4-9863-477E-A2F6-AFEFC035ACDB},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Kensington,,144.93485922,-37.80032735
145.001586852,-37.83112225,297,Substation,Substation,Richmond,Operational,Victoria,5,2017/02/23 00:00:00+00,{9D6145E4-C7D7-4553-A045-B91A2F4D519A},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Richmond,,145.00158685,-37.83112225
146.349919359,-38.1741246669999,298,Substation,Transmission,Yallourn,Operational,Victoria,5,2017/02/23 00:00:00+00,{D26BF102-C980-430A-9716-EBBC04C07A19},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Yallourn,,146.34991936,-38.17412467
146.419903132,-38.2588154439999,299,Substation,Substation,Morwell,Operational,Victoria,5,2017/02/23 00:00:00+00,{F753A838-D98D-460A-9B03-0B559A599B23},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Morwell,,146.41990313,-38.25881544
146.420852132,-38.2571514439999,300,Substation,Substation,Morwell,Operational,Victoria,5,2017/02/23 00:00:00+00,{2FE74922-A000-4D4B-844A-F46B39D96412},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Morwell,,146.42085213,-38.25715144
146.608090106,-38.262289997,301,Substation,Zone,Basslink-Loy Yang,Operational,Victoria,5,2017/02/23 00:00:00+00,{F3CAE547-7F3C-498F-B650-FC01EC34EA45},"A structure in which high voltage electricity supply is converted, controlled or transformed",500,Loy Yang,,146.60809011,-38.26229
145.208312723,-38.281924292,302,Substation,Substation,Western Port,Operational,Victoria,5,2017/02/23 00:00:00+00,{E671121C-6502-47B1-BF70-EE7CB6853659},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Hastings,,145.20831272,-38.28192429
144.952983348,-37.6313563319999,303,Substation,Terminal,Somerton,Operational,Victoria,5,2017/02/23 00:00:00+00,{34E5C7B6-6D40-46AE-AEA2-D16DCA3D8D6A},"A structure in which high voltage electricity supply is converted, controlled or transformed",500,Somerton,Gas,144.95298335,-37.63135633
145.215583116,-37.820821538,304,Substation,Substation,Ringwood,Operational,Victoria,5,2017/02/23 00:00:00+00,{98B7E6FA-C3A2-4DBD-B436-E407A9C1A6BD},"A structure in which high voltage electricity supply is converted, controlled or transformed",500,Ringwood,,145.21558312,-37.82082154
153.067316141,-30.345110845,305,Substation,Zone,Boambee South,Operational,New South Wales,5,2017/02/23 00:00:00+00,{A833F6BB-4F65-4A3B-8F27-69C7D5CC5E57},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Boambee,,153.06731614,-30.34511085
152.958496684,-30.620321416,306,Substation,Zone,Nambucca,Operational,New South Wales,5,2017/02/23 00:00:00+00,{6B6411D9-5BA5-49BA-8566-F7E01E9E3894},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Valla,,152.95849668,-30.62032142
145.078441547,-37.644469003,307,Substation,Substation,South Morang,Operational,Victoria,5,2017/02/23 00:00:00+00,{9B36E797-4DAC-49DB-B21A-AA49E5B21DA9},"A structure in which high voltage electricity supply is converted, controlled or transformed",500,South Morang,,145.07844155,-37.644469
141.639098487,-38.180759635,308,Substation,Substation,Heywood,Operational,Victoria,5,2017/02/23 00:00:00+00,{4BB88D03-88F5-4380-B2DE-9EC1E1B741F0},"A structure in which high voltage electricity supply is converted, controlled or transformed",500,Heywood,,141.63909849,-38.18075964
147.165867186,-36.7438734909999,309,Substation,Switchyard,Mount Beauty,Operational,Victoria,5,2017/02/23 00:00:00+00,{C596FC0C-7AB4-4BB2-AB42-66A7E585DED1},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Mount Beauty,,147.16586719,-36.74387349
145.92092534,-37.2236946799999,310,Substation,Switchyard,Eildon,Operational,Victoria,5,2017/02/23 00:00:00+00,{2C23649E-AE03-4D6D-B9BC-EF152FC02E8B},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Eildon,,145.92092534,-37.22369468
146.131978272,-36.4934897809999,311,Substation,Substation,Glenrowan,Operational,Victoria,5,2017/02/23 00:00:00+00,{B7D9650F-0A9A-499D-9F2B-E0519D68FD02},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Winton,,146.13197827,-36.49348978
144.510626974,-36.738216296,312,Substation,Substation,Fosterville,Operational,Victoria,5,2017/02/23 00:00:00+00,{7B525F9C-1850-470D-A32F-031754FA2E15},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Axedale,,144.51062697,-36.7382163
151.065806949,-33.878946804,313,Substation,Zone,Chullora,Operational,New South Wales,5,2017/02/23 00:00:00+00,{A45B4F82-A564-4E5A-8513-8F624ECE3731},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Strathfield,,151.06580695,-33.8789468
151.030107984,-33.655617799,314,Substation,Bulk Supply Point,Sydney North,Operational,New South Wales,5,2017/02/23 00:00:00+00,{46797674-2F24-407C-81B2-A9C20B85D61B},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Dural (Hornsby),,151.03010798,-33.6556178
151.074602451,-33.856335804,315,Substation,Zone,Mason Park,Operational,New South Wales,5,2017/02/23 00:00:00+00,{9669D131-1722-478D-AEC5-16983133B197},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Homebush,,151.07460245,-33.8563358
151.208286949,-33.725809816,316,Substation,Zone,Sydney East,Operational,New South Wales,5,2017/02/23 00:00:00+00,{DEC3156E-F1B1-4457-86C0-7020E53B4BC4},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Belrose,,151.20828695,-33.72580982
116.942241334,-28.7448400339999,317,Substation,Sole Use,Golden Grove,Operational,Western Australia,5,2017/02/23 00:00:00+00,{E4400817-B8AE-4183-9538-242BAEAC05B0},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Yalgoo,,116.94224133,-28.74484003
115.713054897,-31.010198284,318,Substation,Substation,Regans,Operational,Western Australia,5,2017/02/23 00:00:00+00,{FE342364-70E4-49FA-847C-4C33AB9650FA},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Orange Springs,,115.7130549,-31.01019828
150.051064523,-34.4417327149999,319,Substation,Zone,Bannaby,Operational,New South Wales,5,2017/02/23 00:00:00+00,{699EC14D-41CC-4A09-BB3C-B181906891B5},"A structure in which high voltage electricity supply is converted, controlled or transformed",500,Bannaby,,150.05106452,-34.44173271
150.081075379,-33.406399047,320,Substation,Switchyard,Wallerawang,Operational,New South Wales,5,2017/02/23 00:00:00+00,{AC382287-35AD-4F07-A492-900A435094DA},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Wallerawang,,150.08107538,-33.40639905
150.080760698,-33.4031683219999,321,Substation,Switchyard,Wallerawang,Operational,New South Wales,5,2017/02/23 00:00:00+00,{215206B6-3A4A-41DC-BA02-048C9D6C1533},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Wallerawang,,150.0807607,-33.40316832
149.105910305,-33.279678625,322,Substation,Zone,Orange,Operational,New South Wales,5,2017/02/23 00:00:00+00,{922108F6-4690-4F25-A4BE-67314FBAA8A3},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Orange,,149.10591031,-33.27967863
148.954742053,-32.57033753,323,Substation,Zone,Wellington Town,Operational,New South Wales,5,2017/02/23 00:00:00+00,{934CF967-0F32-49AC-BAFD-1F9607A5B428},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Wellington,,148.95474205,-32.57033753
150.026119774,-33.363871746,324,Substation,Zone,Mount Piper,Operational,New South Wales,5,2017/02/23 00:00:00+00,{773DBA79-ED51-4265-8287-C6070AB0F826},"A structure in which high voltage electricity supply is converted, controlled or transformed",500,Blackmans Flat,,150.02611977,-33.36387175
149.521366952,-33.430207035,325,Substation,Zone,Panorama,Operational,New South Wales,5,2017/02/23 00:00:00+00,{8975CC93-1E1A-467F-A640-AE2D17D81871},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Evans Plains,,149.52136695,-33.43020704
149.56935355,-32.5859494919999,326,Substation,Zone,Mudgee,Operational,New South Wales,5,2017/02/23 00:00:00+00,{6A148BB3-A91A-4CF8-8F71-ADB966BB6A67},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Caerleon,,149.56935355,-32.58594949
148.963170582,-32.52715739,327,Substation,Zone,Wellington,Operational,New South Wales,5,2017/02/23 00:00:00+00,{7CDC5718-D358-4F5F-9647-4460BAEA1E87},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Wuuluman,,148.96317058,-32.52715739
149.863598513,-32.9595237579999,328,Substation,Zone,Ilford,Operational,New South Wales,5,2017/02/23 00:00:00+00,{9BD086BD-D819-447A-A136-60D5C3AE6FE6},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Ilford,,149.86359851,-32.95952376
149.140280578,-36.218186456,329,Substation,Substation,Cooma,Operational,New South Wales,5,2017/02/23 00:00:00+00,{F31F593F-D34B-42F2-B5D5-AF7A6FE0F238},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Cooma,,149.14028058,-36.21818646
148.58247155,-35.0009346149999,330,Substation,Zone,Burrinjuck,Operational,New South Wales,5,2017/02/23 00:00:00+00,{DE4EE262-CC85-4CF8-9E5B-BE0E4A26B542},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Burrinjuck,,148.58247155,-35.00093461
148.367222973,-35.8813711829999,331,Substation,Switchyard,Tumut 2,Operational,New South Wales,5,2017/02/23 00:00:00+00,{FEC63D1B-0AE8-4201-A927-D0B84733772A},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Cabramurra,,148.36722297,-35.88137118
148.135487283,-35.296146048,332,Substation,Zone,Gadara,Operational,New South Wales,5,2017/02/23 00:00:00+00,{5D1F0AC8-11C4-4929-A1EC-947E76B4DA5F},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Gadara,,148.13548728,-35.29614605
148.413434932,-36.349429996,333,Substation,Zone,Guthega,Operational,New South Wales,4,2017/02/23 00:00:00+00,{6E7BD61B-2841-473A-8BE3-192149B06D59},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Burrungubugge,,148.41343493,-36.34943
148.144276071,-36.2255367079999,334,Substation,Zone,Murray,Operational,New South Wales,5,2017/02/23 00:00:00+00,{076257BC-88E5-4C85-88C0-34143C016EB6},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Khancoban,,148.14427607,-36.22553671
145.953713143,-34.740999906,335,Substation,Substation,Coleambally,Operational,New South Wales,5,2017/02/23 00:00:00+00,{1B2D507F-1A57-465E-8857-89E2D055E591},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Coleambally,,145.95371314,-34.74099991
116.171551881,-34.055060168,336,Substation,Zone,Yornup,Non-Operational,Western Australia,5,2017/02/23 00:00:00+00,{4405B61C-8B0F-462E-ABA5-E1C18F4CCAFC},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Yornup,,116.17155188,-34.05506017
116.110543093,-34.326204688,337,Substation,Substation,Manjimup,Operational,Western Australia,5,2017/02/23 00:00:00+00,{B75DDDE9-B8A9-4417-AE93-7C194F61BB8F},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Diamond Tree,,116.11054309,-34.32620469
116.137379599,-33.920432138,338,Substation,Substation,Bridgetown,Operational,Western Australia,5,2017/02/23 00:00:00+00,{3D6F23CC-4160-4CE2-B80B-FF97DAB54968},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Bridgetown,,116.1373796,-33.92043214
115.084163875,-33.953335291,339,Substation,Substation,Margaret River,Operational,Western Australia,5,2017/02/23 00:00:00+00,{6DA0616A-97E7-45AA-99F1-087686090BA6},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Margaret River,,115.08416388,-33.95333529
115.586978763,-33.5122138579999,340,Substation,Sole Use,Westralian Sands,Operational,Western Australia,5,2017/02/23 00:00:00+00,{C9A240C9-3920-4B5A-92CE-C9B716AB90F4},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Capel,,115.58697876,-33.51221386
115.528322528,-33.5707345559999,341,Substation,Substation,Capel,Operational,Western Australia,5,2017/02/23 00:00:00+00,{2B9B24AD-FE50-4FF7-91B6-7F2336AED82B},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Capel,,115.52832253,-33.57073456
115.701417837,-33.350526622,342,Substation,Substation,Picton,Operational,Western Australia,5,2017/02/23 00:00:00+00,{5D25CC49-DF3C-4DC0-BA48-C9CC134EE340},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Picton,,115.70141784,-33.35052662
115.668345341,-33.334664123,343,Substation,Substation,Bunbury Harbour,Operational,Western Australia,5,2017/02/23 00:00:00+00,{5E0F44D5-1201-457A-BAA9-62AB88765496},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Vittoria,,115.66834534,-33.33466412
115.759811964,-33.21572162,344,Substation,Substation,Marriot Road,Operational,Western Australia,5,2017/02/23 00:00:00+00,{B98F2D16-E058-46C4-B666-D5336CF8157C},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Wellesley,,115.75981196,-33.21572162
115.746447508,-33.219063101,345,Substation,Sole Use,Barrack Silicon,Operational,Western Australia,5,2017/02/23 00:00:00+00,{F0BC332A-8F32-4B48-A8B8-08DA13F936BA},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Wellesley,,115.74644751,-33.2190631
115.766315312,-33.1527656169999,346,Substation,Switchyard,Kemerton,Operational,Western Australia,5,2017/02/23 00:00:00+00,{317C8DC6-299B-4B02-A03B-2A454AEE3B64},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Wokalup,,115.76631531,-33.15276562
117.193677584,-32.961182041,347,Substation,Switchyard,Narrogin South,Operational,Western Australia,5,2017/02/23 00:00:00+00,{68C96B48-16B8-4589-90C0-45812B7DE757},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Narrogin Valley,,117.19367758,-32.96118204
117.191940542,-32.9526270659999,348,Substation,Substation,Narrogin,Operational,Western Australia,5,2017/02/23 00:00:00+00,{65F92A1C-57D1-4FB1-8415-133F3DD5FA5B},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Narrogin Valley,,117.19194054,-32.95262707
116.35938378,-32.736382754,349,Substation,Sole Use,Boddington Gold Mine,Operational,Western Australia,5,2017/02/23 00:00:00+00,{C73E0CB2-FED1-4FBC-82D0-4C08C1F07857},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Bannister,,116.35938378,-32.73638275
115.849734904,-31.932150731,350,Substation,Substation,North Perth,Operational,Western Australia,5,2017/02/23 00:00:00+00,{7B8E419E-DADB-4ECD-AF28-C23ECB136C01},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,North Perth,,115.8497349,-31.93215073
115.854151752,-31.947324538,351,Substation,Substation,James Street,Operational,Western Australia,5,2017/02/23 00:00:00+00,{1ECA4E7F-2332-464A-9A26-3C9300EE7120},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Northbridge,,115.85415175,-31.94732454
115.838569708,-31.9467266079999,352,Substation,Substation,Cook Street,Operational,Western Australia,5,2017/02/23 00:00:00+00,{8B548CB2-BB34-451B-A09D-319BB5DE555C},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,West Perth,,115.83856971,-31.94672661
115.851737877,-31.9522867279999,353,Substation,Substation,Milligan Street,Operational,Western Australia,5,2017/02/23 00:00:00+00,{C8A2DE82-B007-4FBB-BA3C-BDDDBF938C48},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Perth,,115.85173788,-31.95228673
115.863022324,-31.9551264999999,354,Substation,Substation,Hay Street,Operational,Western Australia,5,2017/02/23 00:00:00+00,{C1B99724-8D82-44D6-BBD7-A032CA7AE1F5},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Perth,,115.86302232,-31.9551265
115.864943705,-31.952919107,355,Substation,Substation,Wellington Street,Operational,Western Australia,5,2017/02/23 00:00:00+00,{4EA31D60-86C4-4FB5-902A-B00B3A16ECBA},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Perth,,115.86494371,-31.95291911
115.875578704,-31.9571636059999,356,Substation,Substation,Forrest Avenue,Operational,Western Australia,5,2017/02/23 00:00:00+00,{A765F29D-7C5B-4214-ADA1-984AB3CACE86},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,East Perth,,115.8755787,-31.95716361
116.069636674,-31.926076595,357,Substation,Substation,Darlington,Operational,Western Australia,5,2017/02/23 00:00:00+00,{5D8B7686-4C06-48C4-B784-1818651D53B6},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Darlington,,116.06963667,-31.9260766
116.013352679,-31.889416598,358,Substation,Substation,Midland Junction,Operational,Western Australia,5,2017/02/23 00:00:00+00,{03952481-3C8E-4F9E-8745-1C51FA3BC4FE},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Midland,,116.01335268,-31.8894166
116.390403265,-31.7742964079999,359,Substation,Substation,Wundowie,Operational,Western Australia,5,2017/02/23 00:00:00+00,{46747659-9F2C-4D90-8322-1E066CBF63C2},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Wundowie,,116.39040327,-31.77429641
116.199711154,-31.905672088,360,Substation,Substation,Sawyers Valley,Operational,Western Australia,5,2017/02/23 00:00:00+00,{0C62DAB8-A3FF-4FF6-8272-38DDEB4B293D},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Sawyers Valley,,116.19971115,-31.90567209
116.161279163,-31.9569370899999,361,Substation,Substation,Mundaring Weir,Operational,Western Australia,5,2017/02/23 00:00:00+00,{5A56924C-440C-4390-8E03-DF8DAC01DC10},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Reservoir,,116.16127916,-31.95693709
148.203655194,-35.299076564,362,Substation,Zone,Tumut 132,Operational,New South Wales,5,2017/02/23 00:00:00+00,{1BAEB03A-DBDD-4C69-B819-9F5F9467369E},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Tumut,,148.20365519,-35.29907656
147.393556238,-35.200420471,363,Substation,Zone,Wagga 330,Operational,New South Wales,5,2017/02/23 00:00:00+00,{92101650-2126-40C4-8CE8-6EF6C38C41B4},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Gregadoo,,147.39355624,-35.20042047
147.280741846,-42.989487986,364,Substation,Zone,Kingston,Operational,Tasmania,5,2017/02/23 00:00:00+00,{B6329D09-09CA-4166-A4BB-2C95AD0AE475},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Kingston,,147.28074185,-42.98948799
147.26129546,-43.0572988449999,365,Substation,Zone,Electrona,Operational,Tasmania,5,2017/02/23 00:00:00+00,{63B942FF-92BB-4177-B481-136A9B131001},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Electrona,,147.26129546,-43.05729884
147.073937384,-43.022936521,366,Substation,Zone,Knights Road,Operational,Tasmania,5,2017/02/23 00:00:00+00,{E1D6AEC8-0FD5-4B10-9890-C94D7686699A},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Huonville,,147.07393738,-43.02293652
146.94557989,-43.164386012,367,Substation,Zone,Kermandie,Operational,Tasmania,5,2017/02/23 00:00:00+00,{E07C3ABF-7EE6-4A7B-B0E3-C643D643318A},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Geeveston,,146.94557989,-43.16438601
147.231258535,-42.731504131,368,Substation,Substation,Bridgewater,Operational,Tasmania,5,2017/02/23 00:00:00+00,{2EAE3790-8163-4714-AB1C-341E4A68AAA4},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Bridgewater,,147.23125854,-42.73150413
145.982005649,-42.740483938,369,Substation,Switchyard,Gordon,Operational,Tasmania,5,2017/02/23 00:00:00+00,{2743F096-395E-4024-8E71-FA5CE5DD7408},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Southwest,,145.98200565,-42.74048394
147.078632417,-42.78054902,370,Substation,Substation,New Norfolk,Operational,Tasmania,5,2017/02/23 00:00:00+00,{EAD2B096-6D5C-47D0-B52B-7F99F174B553},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,New Norfolk,,147.07863242,-42.78054902
146.22480768,-42.1409864519999,371,Substation,Substation,Derwent Bridge,Operational,Tasmania,5,2017/02/23 00:00:00+00,{A2315A7B-6C25-45CD-BC9E-1E4C909756F5},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Derwent Bridge,,146.22480768,-42.14098645
146.457214611,-42.2976774699999,372,Substation,Terminal,Tungatin,Operational,Tasmania,5,2017/02/23 00:00:00+00,{FF9BB617-2C5E-418C-87AC-B8275E2953F0},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Tarraleah,Hydro,146.45721461,-42.29767747
146.745086077,-42.125183491,373,Substation,Substation,Waddamana 110,Operational,Tasmania,5,2017/02/23 00:00:00+00,{BF0E0C77-0F53-4527-86C3-3F2BCD8E0DF2},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Waddamana,,146.74508608,-42.12518349
146.861997734,-41.988008991,374,Substation,Substation,Arthurs Lake,Operational,Tasmania,5,2017/02/23 00:00:00+00,{E5514EE0-446F-4B10-B67A-89FD588CA1F7},"A structure in which high voltage electricity supply is converted, controlled or transformed",220,Arthurs Lake,,146.86199773,-41.98800899
115.806284234,-32.2250821109999,375,Substation,Zone,Medina,Operational,Western Australia,5,2017/02/23 00:00:00+00,{56937314-8695-435C-AD53-0618F85EA4C7},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Postans,,115.80628423,-32.22508211
115.775840443,-32.236201523,376,Substation,Sole Use,CSBP,Operational,Western Australia,5,2017/02/23 00:00:00+00,{6D35A6AE-0E94-48BA-812D-D7A23B65449B},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Kwinana Beach,,115.77584044,-32.23620152
115.957268875,-32.036532618,377,Substation,Zone,Kenwick Link,Operational,Western Australia,5,2017/02/23 00:00:00+00,{4DCB07ED-02FB-4116-9830-BC6999C6AE66},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Beckenham,,115.95726888,-32.03653262
115.923099204,-32.055816104,378,Substation,Zone,Canningvale,Operational,Western Australia,5,2017/02/23 00:00:00+00,{95A935D3-EAF6-4336-B043-27FF8EBD1DBB},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Canning Vale,,115.9230992,-32.0558161
115.270815496,-34.194254628,379,Substation,Substation,Beenup,Operational,Western Australia,5,2017/02/23 00:00:00+00,{56E3218D-FFB6-4B57-A778-2EC6D8C84A14},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Courtenay,,115.2708155,-34.19425463
115.764780707,-32.253649206,380,Substation,Sole Use,Western Mining,Operational,Western Australia,5,2017/02/23 00:00:00+00,{73F28477-B4C6-4DF9-8E5E-C0E0C33905B6},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,East Rockingham,,115.76478071,-32.25364921
115.775906239,-32.225398113,381,Substation,Sole Use,British Petroleum,Operational,Western Australia,5,2017/02/23 00:00:00+00,{E9DF2CFB-AD1A-4537-B2BD-A4662ABC6603},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Kwinana Beach,,115.77590624,-32.22539811
115.774977797,-32.22549084,382,Substation,Substation,Mason Road,Operational,Western Australia,5,2017/02/23 00:00:00+00,{5270353B-EDD2-4B1C-9019-72C935E78029},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Kwinana Beach,,115.7749778,-32.22549084
115.766310608,-32.2231186609999,383,Substation,Terminal,Kwinana Power Partnership,Operational,Western Australia,5,2017/02/23 00:00:00+00,{71A5A9E8-DA3E-4763-A184-B89D985BF83A},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Kwinana Beach,,115.76631061,-32.22311866
115.776107792,-32.213203458,384,Substation,Sole Use,Hismelt,Operational,Western Australia,5,2017/02/23 00:00:00+00,{101D018C-0A65-4C14-8679-920E9618A471},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Kwinana Beach,,115.77610779,-32.21320346
115.949972698,-32.0180151019999,385,Substation,Zone,Beckenham,Operational,Western Australia,5,2017/02/23 00:00:00+00,{B7927195-9BB2-4599-8FDE-5B176C362F18},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,East Cannington,,115.9499727,-32.0180151
115.9018577,-31.962896605,386,Substation,Substation,Rivervale 132,Operational,Western Australia,5,2017/02/23 00:00:00+00,{8E484A7F-7357-4FAE-9DC9-397BFC920544},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Lathlain,,115.9018577,-31.96289661
115.935488695,-31.955425103,387,Substation,Zone,Belmont,Operational,Western Australia,5,2017/02/23 00:00:00+00,{F4D64A4F-C50A-4B21-89E6-3F227BC8FF18},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Belmont,,115.9354887,-31.9554251
115.983754398,-31.96794362,388,Substation,Zone,Forrestfield,Operational,Western Australia,5,2017/02/23 00:00:00+00,{FDB1A230-41D9-4E01-B19D-AAAD7129B43E},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Forrestfield,,115.9837544,-31.96794362
115.942176172,-31.9066431169999,389,Substation,Substation,Hadfields,Operational,Western Australia,5,2017/02/23 00:00:00+00,{6A9430FC-BFE5-4948-A893-689A47408E96},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Bassendean,,115.94217617,-31.90664312
