X,Y,objectid,featuretype,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,description,voltagekv,locality,comment_,x_coordinate,y_coordinate
151.679513829,-27.4195918889999,856,Substation,Terminal,Oakey,Operational,Queensland,5,2017/02/23 00:00:00+00,{A95C5DC6-1C7F-4E20-867E-9A81693578BE},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Oakey,,151.67951383,-27.41959189
151.937903889,-27.613443713,857,Substation,Zone,Kearneys Spring,Operational,Queensland,5,2020/05/08 00:00:00+00,{6983B00D-8697-456A-BAFE-43FDB607FFA5},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Kearneys Spring,,151.93790389,-27.61344371
152.726710544,-27.611713761,858,Substation,Zone,Wulkuraka,Operational,Queensland,5,2017/02/23 00:00:00+00,{C46F142B-C8AD-4780-9B35-C1C7E91264A9},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Wulkuraka,,152.72671054,-27.61171376
150.278598442,-26.6483981179999,859,Substation,Substation,Columboola,Operational,Queensland,5,2020/04/28 00:00:00+00,{3C7ABFBD-F7C8-4B71-9A0C-0C883CBC5B75},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Columboola,,150.27859844,-26.64839812
152.956379093,-27.7322632619999,860,Substation,Zone,Greenbank,Operational,Queensland,5,2017/02/23 00:00:00+00,{F5119272-E685-4EE4-87ED-0E64A8F4A12C},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Greenbank,,152.95637909,-27.73226326
152.937031429,-26.706957802,861,Substation,Zone,Palmwoods,Operational,Queensland,5,2017/02/23 00:00:00+00,{0585942E-C8E1-4AA9-A1C3-33D7668A0A38},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Landers Shoot,,152.93703143,-26.7069578
152.945140069,-27.557606063,862,Substation,Zone,Sumner,Operational,Queensland,5,2017/02/23 00:00:00+00,{52E7CDF7-7343-4EFB-879C-822643691F86},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Darra,,152.94514007,-27.55760606
152.878080129,-27.6207878009999,863,Substation,Zone,Goodna,Operational,Queensland,5,2017/02/23 00:00:00+00,{8FA75481-0B7B-4BE6-B997-BA05DCC66FB5},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Redbank,,152.87808013,-27.6207878
153.031532324,-27.598973976,864,Substation,Zone,Algester,Operational,Queensland,5,2017/02/23 00:00:00+00,{7EDECF85-5A9A-4C9A-AAFF-53A131D182B6},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Algester,,153.03153232,-27.59897398
153.29374764,-27.8553996319999,865,Substation,Zone,Coomera,Operational,Queensland,5,2020/04/15 00:00:00+00,{0B885DFC-85D5-493C-A784-7C1DBE8F37E4},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Upper Coomera,,153.29374764,-27.85539963
153.376349402,-28.069584258,866,Substation,Zone,Robina,Operational,Queensland,5,2017/02/23 00:00:00+00,{07C7C622-EECA-4ABA-8A4E-F8AD809ECE76},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Robina,,153.3763494,-28.06958426
152.366705872,-25.255166862,867,Substation,Zone,Isis,Operational,Queensland,5,2017/02/23 00:00:00+00,{9B161FBF-D126-4995-91A9-CC8ABB28E1C6},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Isis River,,152.36670587,-25.25516686
145.457742251,-16.5308392109999,868,Substation,Zone,Craiglie,Operational,Queensland,5,2017/02/23 00:00:00+00,{A82400F2-7FE7-4318-928B-727625510280},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Craiglie,,145.45774225,-16.53083921
153.377076114,-28.0689586239999,869,Substation,Zone,Queensland Rail-Robina,Operational,Queensland,5,2017/02/23 00:00:00+00,{F8AABFAE-DB59-4DC6-9E79-3D7DB88816E4},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Robina,,153.37707611,-28.06895862
152.960953524,-26.6157115079999,870,Substation,Zone,Nambour,Operational,Queensland,5,2017/02/23 00:00:00+00,{E3836482-E706-464D-B598-9DBC9768F6E6},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Nambour,,152.96095352,-26.61571151
153.438937395,-27.615923645,871,Substation,Zone,Ibis,Operational,Queensland,5,2017/02/23 00:00:00+00,{39A63841-75D8-49FA-8090-0B0BB24F96E0},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,North Stradbroke Island,,153.4389374,-27.61592365
152.452693872,-27.499371429,872,Substation,Zone,Lockrose,Operational,Queensland,5,2017/02/23 00:00:00+00,{3FCF30FA-32ED-43F5-9258-739B1CC5210D},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Lockrose,,152.45269387,-27.49937143
153.338618432,-28.007430981,873,Substation,Zone,Nerang,Operational,Queensland,5,2017/02/23 00:00:00+00,{E8FC66FE-E7E1-494F-AD65-D5FFB9222EBC},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Nerang,,153.33861843,-28.00743098
152.770750393,-27.578054309,874,Substation,Zone,Abermain,Operational,Queensland,5,2017/02/23 00:00:00+00,{75CE671E-0144-484A-9B38-6BC7F7ADA0E0},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Tivoli,,152.77075039,-27.57805431
152.593892277,-25.598650167,875,Substation,Zone,Mungar,Operational,Queensland,5,2017/02/23 00:00:00+00,{0502E76D-2A5F-47C6-9DDA-37694475070D},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Mungar,,152.59389228,-25.59865017
148.024677419,-21.9865338819999,876,Substation,Zone,Moranbah,Operational,Queensland,5,2017/02/23 00:00:00+00,{7145525B-2A23-43CB-8491-2C98A78BBE64},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Moranbah,,148.02467742,-21.98653388
150.900293805,-27.114216238,877,Substation,Zone,Braemar,Operational,Queensland,5,2017/02/23 00:00:00+00,{30DA7DCE-1B4E-4C37-BE53-70EA39E9F7E7},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Kogan,,150.90029381,-27.11421624
150.843113147,-27.9211048289999,878,Substation,Zone,Bulli Creek,Operational,Queensland,5,2017/02/23 00:00:00+00,{05717180-E665-4E51-9ECF-F6D5D36CA778},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Western Creek,,150.84311315,-27.92110483
152.785863551,-27.5409654219999,879,Substation,Zone,Blackwall,Operational,Queensland,5,2017/02/23 00:00:00+00,{9B76CD01-7F42-47CE-BE45-02881E6AF178},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Chuwar,,152.78586355,-27.54096542
146.707985952,-19.264368324,880,Substation,Zone,Bohle,Operational,Queensland,5,2017/02/23 00:00:00+00,{C2E29109-646D-4EBB-9895-30B057A69482},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Cosgrove,,146.70798595,-19.26436832
153.121158902,-27.61540518,881,Substation,Zone,North Springwood,Operational,Queensland,5,2017/02/23 00:00:00+00,{A11C302A-F548-45CA-80BC-A57F80C0AC12},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Slacks Creek,,153.1211589,-27.61540518
152.277911735,-27.536726893,882,Substation,Zone,Gatton,Operational,Queensland,5,2017/02/23 00:00:00+00,{61818610-B460-48FB-8EF0-272EFA474F7F},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Gatton,,152.27791174,-27.53672689
153.253082707,-27.546438657,883,Substation,Zone,Cleveland,Operational,Queensland,5,2017/02/23 00:00:00+00,{67001412-BF7C-4958-8C65-01B08B0C7950},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Cleveland,,153.25308271,-27.54643866
152.066314381,-27.533347524,884,Substation,Zone,Postmans Ridge,Operational,Queensland,5,2017/02/23 00:00:00+00,{73DE0D5E-5D0A-4504-BC15-DC20C7611944},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Postmans Ridge,,152.06631438,-27.53334752
153.489139978,-27.5185424919999,885,Substation,Zone,Stradbroke Island,Operational,Queensland,5,2017/02/23 00:00:00+00,{6F5C877D-7F3F-4D4C-8347-EF9214306960},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,North Stradbroke Island,,153.48913998,-27.51854249
146.771237099,-19.2989032569999,886,Substation,Zone,Aitkenvale,Operational,Queensland,5,2017/02/23 00:00:00+00,{A57E7711-C4D9-4244-8E48-62E5C27C4BA3},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Aitkenvale,,146.7712371,-19.29890326
151.707067413,-27.429372063,887,Substation,Zone,Oakey,Operational,Queensland,5,2017/02/23 00:00:00+00,{2A1F9E8B-E141-42E7-B3F9-B6743D8CE115},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Oakey,,151.70706741,-27.42937206
148.849903701,-23.5366562249999,888,Substation,Zone,Rangal,Operational,Queensland,5,2017/02/23 00:00:00+00,{A91D3192-430B-47D2-ABA3-6A82ECADDFD8},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Blackwater,,148.8499037,-23.53665622
144.143268168,-18.8745801429999,889,Substation,Zone,Kidston,Operational,Queensland,5,2017/02/23 00:00:00+00,{5B8C513C-8982-427F-A31E-B0034F0966F9},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Einasleigh,,144.14326817,-18.87458014
146.726609439,-19.4044758269999,890,Substation,Zone,Ross,Operational,Queensland,5,2017/02/23 00:00:00+00,{89DDD048-F1BC-4BCD-9BD3-4C688AF14E38},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Kelso,,146.72660944,-19.40447583
148.826235387,-23.5874430269999,891,Substation,Zone,Blackwater,Operational,Queensland,5,2017/02/23 00:00:00+00,{36172567-064D-4690-8323-19F7145375AE},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Stewarton,,148.82623539,-23.58744303
145.312386467,-23.551061051,892,Substation,Zone,Barcaldine,Operational,Queensland,5,2017/02/23 00:00:00+00,{C13EF132-4462-45DE-B0A8-76D28A70C808},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Barcaldine,,145.31238647,-23.55106105
150.470858273,-23.265274635,893,Substation,Zone,Pandoin,Operational,Queensland,5,2017/02/23 00:00:00+00,{02B2B039-FE92-4FB1-BCFC-9270C6101F69},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Glenlee,,150.47085827,-23.26527464
145.435133212,-17.062747214,894,Substation,Zone,Turkinje,Operational,Queensland,5,2017/02/23 00:00:00+00,{F613DA9C-F2CF-44CC-8C86-7C953D22C936},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Mareeba,,145.43513321,-17.06274721
148.839800874,-26.578102374,895,Substation,Zone,Roma,Operational,Queensland,5,2017/02/23 00:00:00+00,{58B48542-DC5E-40EC-98E5-E60B637443C7},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Roma,,148.83980087,-26.57810237
151.899571145,-27.556341835,896,Substation,Zone,Torrington,Operational,Queensland,5,2020/05/08 00:00:00+00,{3F916B00-E045-4EFA-8351-E5F52ACC1BCB},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Torrington,,151.89957115,-27.55634184
152.66734624,-25.498294775,897,Substation,Zone,Maryborough,Operational,Queensland,5,2017/02/23 00:00:00+00,{C5761ADC-311F-48B5-99E5-5C6D19968F26},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Maryborough West,,152.66734624,-25.49829478
149.191836576,-21.324302539,898,Substation,Zone,Alligator Creek,Operational,Queensland,5,2017/02/23 00:00:00+00,{6D18325F-8ABA-40BE-B6FC-2DF9101C8D78},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Alligator Creek (Mackay),,149.19183658,-21.32430254
147.610803156,-22.8498824229999,899,Substation,Zone,Clermont,Operational,Queensland,5,2017/02/23 00:00:00+00,{4FBE8D6C-1358-42D5-AB3F-0F77786D17F1},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Clermont,,147.61080316,-22.84988242
146.28028981,-20.101552484,900,Substation,Zone,Millchester,Operational,Queensland,5,2017/02/23 00:00:00+00,{1972F1E6-C5B7-428A-9D9B-01682ED521D9},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Millchester,,146.28028981,-20.10155248
151.669632503,-27.479574698,901,Substation,Zone,Tangkam,Operational,Queensland,5,2017/02/23 00:00:00+00,{237B7330-ABEA-48E6-AA46-5C6EB636B55D},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Aubigny,,151.6696325,-27.4795747
145.776774201,-16.926657736,902,Substation,Zone,Cairns City,Operational,Queensland,5,2017/02/23 00:00:00+00,{FDF40FE0-A7A3-47F0-A46E-79E9B7145E90},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Cairns City,,145.7767742,-16.92665774
148.683205829,-21.6317136559999,903,Substation,Zone,Nebo,Operational,Queensland,5,2017/02/23 00:00:00+00,{5F40D6D5-ED60-4E88-9A35-74E5CE0BF691},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Nebo,,148.68320583,-21.63171366
152.05077605,-28.1968658549999,904,Substation,Zone,Warwick,Operational,Queensland,5,2017/02/23 00:00:00+00,{F76BE437-4517-4D8B-88A0-58CC58731437},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Warwick,,152.05077605,-28.19686585
147.699234034,-22.4785246619999,905,Substation,Zone,Mount McLaren,Operational,Queensland,5,2017/02/23 00:00:00+00,{E0478328-071A-471E-9649-D4C18A7D64EC},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Gemini Mountains,,147.69923403,-22.47852466
148.208262513,-22.231797947,906,Substation,Zone,Peak Downs,Operational,Queensland,5,2017/02/23 00:00:00+00,{99CB6660-FB18-46E9-BE35-B2D848B63C9C},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Winchester,,148.20826251,-22.23179795
147.992081391,-22.060187738,907,Substation,Zone,Moranbah South,Operational,Queensland,5,2017/02/23 00:00:00+00,{56C25648-4B47-400B-B94B-D095507555A1},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Moranbah,,147.99208139,-22.06018774
148.885461122,-21.775991091,908,Substation,Zone,Wandoo,Operational,Queensland,5,2017/02/23 00:00:00+00,{388AC598-611A-431A-903C-F0EB83C816EB},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Nebo,,148.88546112,-21.77599109
148.682721146,-21.6300081379999,909,Substation,Zone,Nebo,Operational,Queensland,5,2017/02/23 00:00:00+00,{CB21F040-BE88-40DC-9BB7-305A1DF568D1},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Nebo,,148.68272115,-21.63000814
149.233959826,-21.4689879699999,910,Substation,Zone,Oonooie,Operational,Queensland,5,2017/02/23 00:00:00+00,{1FE1E5E8-80B9-41CA-9CD2-B41657D77FF1},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Sarina,,149.23395983,-21.46898797
148.406367943,-22.547039868,911,Substation,Zone,Dysart,Operational,Queensland,5,2017/02/23 00:00:00+00,{AE480AAE-FF5D-476B-A269-83D4B641EFA6},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Dysart,,148.40636794,-22.54703987
148.441399507,-22.705535988,912,Substation,Zone,Norwich Park,Operational,Queensland,5,2017/02/23 00:00:00+00,{19FE6564-CE0C-4CB5-AC3B-05F892B2E4AD},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Dysart,,148.44139951,-22.70553599
149.409238653,-23.6595057599999,913,Substation,Zone,Dingo,Operational,Queensland,5,2017/02/23 00:00:00+00,{A8836907-C529-4CEE-B48B-100C6B98E301},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Goowarra,,149.40923865,-23.65950576
149.403966725,-22.8207032349999,914,Substation,Zone,Broadsound,Operational,Queensland,5,2017/02/23 00:00:00+00,{9A5488E7-11AE-49B4-AF11-6DCB69F8323C},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Clarke Creek,,149.40396673,-22.82070323
150.020160238,-23.676726533,915,Substation,Zone,Grantleigh,Operational,Queensland,5,2017/02/23 00:00:00+00,{70A98674-3DB4-4752-BF67-29041D44F759},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Gogango,,150.02016024,-23.67672653
150.501197328,-23.443495135,916,Substation,Zone,Egans Hill,Operational,Queensland,5,2017/02/23 00:00:00+00,{DB9BE4F6-E2B7-4208-9ABC-780425A2074A},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Gracemere,,150.50119733,-23.44349514
150.486958101,-23.536121066,917,Substation,Zone,Bouldercombe,Operational,Queensland,5,2017/02/23 00:00:00+00,{917DF608-6C73-40BD-8FBC-374EEF63E14E},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Bouldercombe,,150.4869581,-23.53612107
150.319894758,-23.5157586559999,918,Substation,Zone,Stanwell,Operational,Queensland,5,2017/02/23 00:00:00+00,{3A9FA204-3571-4A82-8216-1AE84848C4C6},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Stanwell,,150.31989476,-23.51575866
151.165390714,-23.830813556,919,Substation,Zone,Boat Creek,Operational,Queensland,5,2017/02/23 00:00:00+00,{DE898F65-6FD8-409A-9A38-0E1787F3C765},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Yarwun,,151.16539071,-23.83081356
151.274051132,-23.8845527459999,920,Substation,Zone,Gladstone South,Operational,Queensland,5,2017/02/23 00:00:00+00,{585CBE3C-DC8C-4A22-B299-75862381254D},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Toolooa,,151.27405113,-23.88455275
151.196118219,-23.870722015,921,Substation,Zone,Callemondah,Operational,Queensland,5,2017/02/23 00:00:00+00,{ED86F12A-C0AF-4808-B93E-3B4442A54D9D},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Byellee,,151.19611822,-23.87072202
148.539790216,-20.388487977,922,Substation,Zone,Proserpine,Operational,Queensland,5,2017/02/23 00:00:00+00,{3B08D362-E1A2-4FF4-A3C9-F1274BD4B607},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Kelsey Creek,,148.53979022,-20.38848798
145.57911106,-17.7673362259999,923,Substation,Switchyard,Kareeya,Operational,Queensland,5,2017/02/23 00:00:00+00,{293B5F17-E6BA-4334-A2EE-A4027413826D},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Cardstone,,145.57911106,-17.76733623
150.645181651,-26.744486536,924,Substation,Zone,Chinchilla,Operational,Queensland,5,2017/02/23 00:00:00+00,{3EB33725-5877-4621-BB4E-91E91104C9BC},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Chinchilla,,150.64518165,-26.74448654
146.747660221,-19.2864949579999,925,Substation,Zone,Alan Sherriff,Operational,Queensland,5,2017/02/23 00:00:00+00,{430B7103-3DE0-43E3-81BD-28C4B86DD3FB},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Mount Louisa,,146.74766022,-19.28649496
146.653326785,-19.232963651,926,Substation,Zone,Black River,Operational,Queensland,5,2017/02/23 00:00:00+00,{CFBECF6D-1A97-4E3D-9B09-AD179BAD3838},"A structure in which high voltage electricity supply is converted, controlled or transformed",66,Beach Holm,,146.65332679,-19.23296365
146.046839074,-18.340139768,927,Substation,Zone,Cardwell,Operational,Queensland,5,2017/02/23 00:00:00+00,{A3F63425-4D54-42F5-B9BB-0C4B82F0DCA7},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Damper Creek,,146.04683907,-18.34013977
151.91685401,-28.6453078449999,928,Substation,Zone,Stanthorpe,Operational,Queensland,5,2017/02/23 00:00:00+00,{9B0AE22C-EDE3-4DD9-A93C-C891DA7AA49A},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Stanthorpe,,151.91685401,-28.64530784
152.258531785,-26.081187116,929,Substation,Zone,Kilkivan East,Operational,Queensland,5,2017/02/23 00:00:00+00,{19453343-C685-46E1-A3CC-B8CD1EAEA716},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Kilkivan,,152.25853179,-26.08118712
148.384472887,-21.5734906869999,930,Substation,Zone,Kemmis,Operational,Queensland,5,2017/02/23 00:00:00+00,{FA3FC4D8-0CCB-4470-856F-6FEC30B9E9F6},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Hail Creek,,148.38447289,-21.57349069
146.619430566,-19.2000821569999,931,Substation,Switchyard,Townsville,Operational,Queensland,5,2017/02/23 00:00:00+00,{66609963-7054-4934-8ED8-1AE396182B3D},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Yabulu,,146.61943057,-19.20008216
146.888504028,-19.335442949,932,Substation,Zone,Townsville Zinc,Operational,Queensland,5,2017/02/23 00:00:00+00,{288DCFF0-5DC4-4C3D-AC29-FC0DAB7AA694},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Stuart,,146.88850403,-19.33544295
146.852977333,-19.3511042809999,933,Substation,Zone,Townsville South,Operational,Queensland,5,2017/02/23 00:00:00+00,{0554E2CB-CE69-4B77-BC10-62B8E9AE5146},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Stuart,,146.85297733,-19.35110428
146.717960164,-19.320432985,934,Substation,Zone,Dan Gleeson,Operational,Queensland,5,2017/02/23 00:00:00+00,{5DB8C60E-DA82-4F2E-92DB-79B8BAD25142},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Condon,,146.71796016,-19.32043299
146.778178607,-19.2690429419999,935,Substation,Zone,Garbutt,Operational,Queensland,5,2017/02/23 00:00:00+00,{BFB1F148-9161-40D4-BA73-E9AD81EB7C20},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Garbutt,,146.77817861,-19.26904294
148.391732633,-23.148741451,936,Substation,Zone,Gregory,Operational,Queensland,5,2017/02/23 00:00:00+00,{AF8FCDD2-8E7B-4560-88DE-19A799AC5A55},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Lilyvale (Central Highlands),,148.39173263,-23.14874145
148.428191598,-23.129112398,937,Substation,Zone,Lilyvale,Operational,Queensland,5,2017/02/23 00:00:00+00,{D733898E-B5D1-470B-89AB-7B9D121293BF},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Lilyvale (Central Highlands),,148.4281916,-23.1291124
152.992970975,-27.964890946,938,Substation,Zone,Beaudesert,Operational,Queensland,5,2017/02/23 00:00:00+00,{F9E7BE6F-F876-4CB4-981E-34895CBED643},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Beaudesert,,152.99297098,-27.96489095
152.98046903,-27.537276941,939,Substation,Zone,Corinda,Operational,Queensland,5,2017/02/23 00:00:00+00,{739B1E36-90E5-4AB8-AF43-C6E0E769BFF3},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Corinda,,152.98046903,-27.53727694
153.115194016,-27.5370229549999,940,Substation,Zone,Belmont-H3,Operational,Queensland,5,2017/02/23 00:00:00+00,{A5EA58DD-C4C8-4C02-B27B-D29F550A1CC1},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Mansfield,,153.11519402,-27.53702295
153.397264414,-28.0937984879999,941,Substation,Zone,Mudgeeraba,Operational,Queensland,5,2017/02/23 00:00:00+00,{323A66C8-083E-4851-AD65-53D525889501},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Varsity Lakes,,153.39726441,-28.09379849
153.360076503,-27.978419404,942,Substation,Zone,Molendinar,Operational,Queensland,5,2017/02/23 00:00:00+00,{9D77E965-ABE3-46CC-AF98-0EFB41D50361},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Molendinar,,153.3600765,-27.9784194
153.426903476,-27.9978278259999,943,Substation,Zone,Surfers Paradise,Operational,Queensland,5,2017/02/23 00:00:00+00,{6532DD6E-0885-4C5E-8F5C-828E31A7D143},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Surfers Paradise,,153.42690348,-27.99782783
153.311487948,-27.9043899769999,944,Substation,Zone,Cades County,Operational,Queensland,5,2017/02/23 00:00:00+00,{945BD741-8632-4FB3-96C0-46B02F345356},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Oxenford,,153.31148795,-27.90438998
153.208258257,-27.72441092,945,Substation,Zone,Beenleigh,Operational,Queensland,5,2017/02/23 00:00:00+00,{80314856-CEBC-48FE-B332-90C8ABD4332D},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Mount Warren Park,,153.20825826,-27.72441092
151.946525013,-27.622971143,946,Substation,Zone,Middle Ridge,Operational,Queensland,5,2017/02/23 00:00:00+00,{0A986B11-5A8F-4A85-9731-794BE70BF49B},"A structure in which high voltage electricity supply is converted, controlled or transformed",330,Kearneys Spring,,151.94652501,-27.62297114
147.942161681,-21.288236936,947,Substation,Zone,Stony Creek,Operational,Queensland,5,2017/02/23 00:00:00+00,{2C7075D3-85F0-4AA0-9390-3C35B6D0BD25},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Newlands,,147.94216168,-21.28823694
152.299805418,-24.917128853,948,Substation,Zone,Bundaberg,Operational,Queensland,5,2017/02/23 00:00:00+00,{A77755EC-3339-41ED-964B-44CD1F1BD00D},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Kensington,,152.29980542,-24.91712885
147.234066379,-19.906134145,949,Substation,Zone,Clare,Operational,Queensland,3,2017/02/23 00:00:00+00,{C4361CCB-8F97-4771-AEA6-B98143D73D10},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Kirknie,,147.23406638,-19.90613415
150.065446313,-24.513830616,950,Substation,Zone,Moura,Operational,Queensland,5,2017/02/23 00:00:00+00,{CFB05149-0517-4F19-85FC-AFEEAEFF70D1},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Kianga,,150.06544631,-24.51383062
150.507371249,-23.4440276719999,951,Substation,Zone,Rocklands,Operational,Queensland,5,2017/02/23 00:00:00+00,{F2CC04F5-075A-4DDE-A2A8-CEC2040E4F82},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Port Curtis,,150.50737125,-23.44402767
152.438360765,-26.089683376,952,Substation,Zone,Woolooga 275,Operational,Queensland,5,2017/02/23 00:00:00+00,{1FA54E56-7EB0-48B2-9BA4-E2FDEF94A9C2},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Lower Wonga,,152.43836077,-26.08968338
149.158617096,-21.1450980349999,953,Substation,Zone,Mackay,Operational,Queensland,5,2017/02/23 00:00:00+00,{8EB8F6A3-4025-4E55-A4BA-0B052FC58F44},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,West Mackay,,149.1586171,-21.14509803
150.508531257,-23.3661741719999,954,Substation,Zone,Rockhampton,Operational,Queensland,5,2017/02/23 00:00:00+00,{ED8F3AB8-E69D-4A64-BE21-C2FC0CFFC73F},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Park Avenue,,150.50853126,-23.36617417
145.342700765,-16.6939930419999,955,Substation,Zone,Yalkula,Operational,Queensland,5,2017/02/23 00:00:00+00,{E3E474B5-74F7-4E92-989F-1BEE80561AE3},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Mount Molloy,,145.34270077,-16.69399304
151.531415075,-27.7218718899999,956,Substation,Zone,Yarranlea,Operational,Queensland,5,2017/02/23 00:00:00+00,{3D1013D3-1B02-4C86-93A2-88B563753430},"A structure in which high voltage electricity supply is converted, controlled or transformed",110,Yarranlea,,151.53141508,-27.72187189
149.014177106,-21.1595530229999,957,Substation,Zone,Pioneer Valley,Operational,Queensland,5,2017/02/23 00:00:00+00,{1D76984E-9726-441A-A1D7-FF5187A15234},"A structure in which high voltage electricity supply is converted, controlled or transformed",132,Pleystowe,,149.01417711,-21.15955302
150.48687131,-23.5376355889999,958,Substation,Zone,Bouldercombe,Operational,Queensland,5,2017/02/23 00:00:00+00,{35E404CF-E0F0-4797-A6E7-B4D679DD1E12},"A structure in which high voltage electricity supply is converted, controlled or transformed",275,Bouldercombe,,150.48687131,-23.53763559
