Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Kamilaroi Hwy, Blue Vale",RU1,24.89 ha,"$319,000","$319,000",0.0%
"Oxley Hwy, Gunnedah",RU4,15.82 ha,"$292,000","$292,000",0.0%
"Worboys Rd, Kelvin",RU1,165.1 ha,"$1,520,000","$1,520,000",0.0%
"Wandobah Rd, Milroy",RU1,394.41 ha,"$4,440,000","$4,440,000",0.0%
"Pownall Rd, Mullaley",RU1,273.3 ha,"$1,630,000","$1,620,000",-0.6%
