Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Hobart St, Bulli",RU1,48.757 ha,"$1,500,000","$1,500,000",0.0%
"Kingston Town Dr, Kembla Grange",RU4,5133 m²,"$1,070,000","$1,100,000",2.8%
"Smiths Lane, Wongawilli",RU2,4.404 ha,"$1,750,000","$1,800,000",2.9%
