Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Eumungerie Rd, Narromine",RU1,29.9 ha,"$237,000","$237,000",0.0%
"Farrendale Rd, Narromine",RU1,545.1 ha,"$2,120,000","$2,220,000",4.7%
"Gainsborough Rd, Narromine",RU1,12.5 ha,"$20,200","$20,200",0.0%
"Dilladerry Rd, Tomingley",RU1,1029 ha,"$874,000","$917,000",4.9%
"Lovers Lane, Tomingley",RU1,64.34 ha,"$287,000","$287,000",0.0%
"Swift Lane, Trangie",RU1,576.47 ha,"$2,180,000","$2,280,000",4.6%
"Widgeree Rd, Trangie",RU1,71.56 ha,"$348,000","$348,000",0.0%
