Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Splitters Creek Rd, Splitters Creek",RU4,3.729 ha,"$497,000","$510,000",2.6%
"Gerogery Rd, Table Top",RU2,12.12 ha,"$670,000","$703,000",4.9%
"Gerogery Rd, Table Top",RU1,41 ha,"$1,080,000","$1,210,000",12.0%
"Raven Cl, Table Top",RU4,4.221 ha,"$535,000","$546,000",2.1%
"Raven Cl, Table Top",RU4,56.68 ha,"$1,110,000","$1,140,000",2.7%
"Hawkscote Rd, Thurgoona",RU2,4.781 ha,"$530,000","$556,000",4.9%
