Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Blacks Rd, Arcadia",RU4,1.993 ha,"$2,220,000","$2,280,000",2.7%
"Bay Rd, Berrilee",RU1,2.293 ha,"$1,960,000","$1,980,000",1.0%
"Coppabella Rd, Middle Dural",RU2,2.024 ha,"$2,750,000","$3,050,000",10.9%
