Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Richmond Rd, Homebush West",E4,956.92 m²,"$3,050,000","$3,050,000",0.0%
"Cosgrove Rd, Strathfield South",E4,2.31 ha,"$23,400,000","$23,400,000",0.0%
