Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Weises Rd, Ariah Park",RU1,294.3 ha,"$2,250,000","$2,250,000",0.0%
"Old Cootamundra Rd, Combaning",RU1,194.25 ha,"$857,000","$857,000",0.0%
"Old Cootamundra Rd, Combaning",RU1,273.47 ha,"$2,210,000","$2,210,000",0.0%
"Slingers Rd, Reefton",RU1,366.2 ha,"$2,480,000","$2,480,000",0.0%
"Springdam Rd, Springdale",RU1,1.619 ha,"$102,000","$102,000",0.0%
"Thompsons Lane, Temora",RU1,40.07 ha,"$418,000","$418,000",0.0%
