Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Iannelli Rd, Corbie Hill",RU1,12.14 ha,"$196,000","$196,000",0.0%
"Mcneil Rd, Leeton",RU1,23.67 ha,"$291,000","$291,000",0.0%
"Stony Point Rd, Leeton",RU1,72.7 ha,"$422,000","$422,000",0.0%
"Murrami Rd, Murrami",RU1,112.42 ha,"$758,000","$758,000",0.0%
