Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"King Georges Rd, Blakehurst",E4,931.4 m²,"$1,460,000","$1,620,000",11.0%
"The Crescent , Kingsgrove",E4,1450 m²,"$3,790,000","$4,200,000",10.8%
"Norman St, Peakhurst",E4,917.2 m²,"$1,260,000","$1,400,000",11.1%
"Forest Rd, Penshurst",E4,644.9 m²,"$1,310,000","$1,450,000",10.7%
