Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Angledool Rd, Angledool",RU1,28.33 ha,"$19,100","$19,100",0.0%
"Ginghet Rd, Carinda",RU1,2518 ha,"$1,800,000","$2,070,000",15.0%
"Boora Rd, Collarenebri",RU1,2013 ha,"$1,060,000","$1,190,000",12.3%
"Merrywinebone Rd, Collarenebri",RU1,2024 m²,$300,"$1,000",233.3%
"Colless St, Come By Chance",RU1,1088 m²,"$1,000",$750,-25.0%
"Haines Hut Rd, Come By Chance",RU1,1160 ha,"$3,570,000","$3,840,000",7.6%
"Wimbledon Rd, Walgett",RU1,25.177 ha,"$97,500","$92,600",-5.0%
