Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Felton St, Horsley Park",RU4,1.208 ha,"$2,990,000","$2,450,000",-18.1%
"Redmayne Rd, Horsley Park",RU2,1.78 ha,"$11,400,000","$18,000,000",57.9%
"Widemere Rd, Wetherill Park",RU1,2.13 ha,"$490,000","$500,000",2.0%
