Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Butfield Rd, Megalong Valley",RU4,16.6 ha,"$1,050,000","$990,000",-5.7%
"Ridgeway Cres, Sun Valley",RU2,2.563 ha,"$630,000","$650,000",3.2%
