Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Ardglen Rd, Ardglen",RU1,3312 m²,"$49,000","$49,000",0.0%
"Hill St, Caroona",RU1,660 m²,"$7,500","$7,500",0.0%
"Little Jacks Creek Rd, Little Jacks Creek",RU1,209.5 ha,"$1,630,000","$1,710,000",4.9%
"Colly Plains Rd, Quirindi",RU1,451.7 ha,"$6,090,000","$6,090,000",0.0%
"Kamilaroi Hwy, Quirindi",RU1,6.015 ha,"$253,000","$253,000",0.0%
"Wilsons Rd, Wallabadah",RU1,194.85 ha,"$920,000","$1,010,000",9.8%
