Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Bondi Rd, Bondi",E1,196 m²,"$1,470,000","$1,600,000",8.8%
"Oxford St, Bondi Junction",E2,343.6 m²,"$3,700,000","$3,890,000",5.1%
"Old South Head Rd, Rose Bay",E1,613.4 m²,"$4,270,000","$4,700,000",10.1%
