Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Cleveland Rd, Angus",RU4,1189 m²,"$347,000","$330,000",-4.9%
"Carnarvon Rd, Riverstone",RU4,1011 m²,"$520,000","$500,000",-3.9%
"Park Rd, Riverstone",RU4,2.289 ha,"$2,850,000","$2,540,000",-10.9%
"Worcester Rd, Rouse Hill",RU4,1.507 ha,"$7,760,000","$7,800,000",0.5%
"South Creek Rd, Shanes Park",RU4,2.287 ha,"$2,000,000","$1,800,000",-10.0%
