Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Leighton St, Angledool",RU5,2023 m²,"$8,600","$8,600",0.0%
"Bathurst St, Brewarrina",RU5,1012 m²,"$7,700","$7,700",0.0%
"Bourke St, Brewarrina",RU5,1024.36 m²,"$8,800","$8,800",0.0%
"Bridge Rd, Brewarrina",RU5,1012 m²,"$3,600","$6,000",66.7%
"Dooral St, Brewarrina",R5,2.63 ha,"$15,000","$15,000",0.0%
"Narran St, Brewarrina",RU5,809.4 m²,"$4,500","$6,250",38.9%
"Campbell St, Gongolgon",RU5,4046 m²,"$1,250","$1,250",0.0%
"Adams St, Goodooga",RU5,2023 m²,$600,$600,0.0%
"West Culgoa Rd, Weilmoringle",RU5,12.76 ha,"$12,500","$12,500",0.0%
