Address,Zone,Area,01 Jul 2023,01 Jul 2024,% change
"Glen Martin Rd, Clarence Town",C4,4.651 ha,"$644,000","$700,000",8.7%
"Royseton Ave, Clarence Town",R5,1.123 ha,"$580,000","$600,000",3.5%
"Russell St, Clarence Town",R1,1018 m²,"$345,000","$345,000",0.0%
"Brown St, Dungog",MU1,2944 m²,"$510,000","$510,000",0.0%
"Mackay St, Dungog",R1,809.43 m²,"$270,000","$285,000",5.6%
"Durham Rd, East Gresford",RU5,1442 m²,"$265,000","$310,000",17.0%
"Albert St, Paterson",RU5,809.4 m²,"$398,000","$420,000",5.5%
"Lennoxton Rd, Vacy",R5,4.031 ha,"$632,000","$720,000",13.9%
